"centre_band","sea_state","no","species","trip","flightresponse","bin_resp"
150,1,1,"TY","21-Jan Tingwall-Rousay",0,0
25,2,1,"TY","21-Jan Rousay-Tingwall",0,0
25,2,1,"TY","21-Jan Rousay-Tingwall",0,0
150,2,2,"E","21-Jan Rousay-Tingwall",0,0
75,2,1,"TY","21-Jan Rousay-Tingwall",0,0
250,2,3,"E","21-Jan Rousay-Tingwall",0,0
150,2,12,"E","21-Jan Rousay-Tingwall",0,0
150,2,2,"E","21-Jan Rousay-Tingwall",0,0
150,2,15,"E","21-Jan Rousay-Tingwall",0,0
250,2,3,"E","21-Jan Rousay-Tingwall",0,0
250,2,9,"E","21-Jan Rousay-Tingwall",0,0
75,2,1,"E","21-Jan Rousay-Tingwall",0,0
250,2,2,"LN","21-Jan Rousay-Tingwall",0,0
75,2,6,"LN","21-Jan Rousay-Tingwall",0,0
75,2,1,"SA","21-Jan Rousay-Tingwall",0,0
150,2,1,"E","21-Jan Rousay-Tingwall",0,0
75,2,1,"E","21-Jan Rousay-Tingwall",0,0
150,2,1,"LN","21-Jan Rousay-Tingwall",0,0
25,2,1,"SA","21-Jan Rousay-Tingwall",0,1
150,2,11,"E","21-Jan Rousay-Tingwall",0,0
150,2,2,"E","21-Jan Rousay-Tingwall",0,0
25,2,2,"SA","21-Jan Rousay-Tingwall",0,0
75,2,1,"SA","21-Jan Rousay-Tingwall",0,0
75,2,1,"SA","21-Jan Rousay-Tingwall",0,0
250,2,3,"E","21-Jan Rousay-Tingwall",0,0
150,2,2,"E","21-Jan Rousay-Tingwall",0,0
150,2,1,"SA","21-Jan Rousay-Tingwall",0,0
75,2,1,"SA","21-Jan Rousay-Tingwall",1,1
75,2,1,"TY","21-Jan Rousay-Tingwall",0,0
75,2,1,"TY","21-Jan Rousay-Tingwall",0,0
25,2,4,"SA","21-Jan Rousay-Tingwall",0,1
25,2,3,"SA","21-Jan Rousay-Tingwall",0,1
25,2,1,"SA","21-Jan Rousay-Tingwall",0,0
25,2,2,"SA","21-Jan Rousay-Tingwall",1,1
150,2,45,"SA","21-Jan Rousay-Tingwall",0,1
75,2,2,"SA","21-Jan Rousay-Tingwall",1,1
25,2,1,"E","21-Jan Rousay-Tingwall",0,0
25,2,3,"E","21-Jan Rousay-Tingwall",0,1
25,2,1,"E","21-Jan Rousay-Tingwall",1,1
75,2,1,"SA","21-Jan Rousay-Tingwall",0,0
25,2,2,"E","21-Jan Rousay-Tingwall",0,0
25,2,4,"E","21-Jan Rousay-Tingwall",0,1
75,2,2,"E","21-Jan Rousay-Tingwall",0,0
25,2,4,"E","21-Jan Rousay-Tingwall",0,0
75,2,3,"E","21-Jan Rousay-Tingwall",0,0
250,2,2,"LN","21-Jan Rousay-Tingwall",0,0
75,2,1,"TY","21-Jan Rousay-Tingwall",0,0
25,2,1,"TY","21-Jan Rousay-Tingwall",0,0
150,2,1,"TY","21-Jan Rousay-Tingwall",0,0
25,2,1,"TY","21-Jan Rousay-Tingwall",0,0
25,1,4,"LN","21-Jan Flotta-Lyness",1,1
150,1,2,"E","21-Jan Flotta-Lyness",0,0
150,1,6,"E","21-Jan Flotta-Lyness",0,0
75,1,2,"TY","21-Jan Flotta-Lyness",0,0
250,1,2,"SA","21-Jan Flotta-Lyness",0,0
150,1,1,"TY","21-Jan Flotta-Lyness",0,0
250,1,1,"TY","21-Jan Flotta-Lyness",0,0
150,1,1,"LN","21-Jan Flotta-Lyness",0,0
150,1,2,"TY","21-Jan Flotta-Lyness",0,0
75,1,1,"E","21-Jan Flotta-Lyness",0,1
25,1,1,"TY","21-Jan Flotta-Lyness",0,0
75,1,24,"E","21-Jan Flotta-Lyness",0,1
75,1,2,"SA","21-Jan Flotta-Lyness",0,1
250,1,1,"SA","21-Jan Flotta-Lyness",0,0
25,1,1,"ND","21-Jan Flotta-Lyness",0,1
250,1,2,"LN","21-Jan Flotta-Lyness",0,0
75,1,1,"TY","21-Jan Flotta-Lyness",0,0
250,1,2,"TY","21-Jan Flotta-Lyness",0,0
75,1,1,"TY","21-Jan Flotta-Lyness",0,0
250,1,1,"TY","21-Jan Flotta-Lyness",0,0
75,1,2,"TY","21-Jan Flotta-Lyness",0,0
25,1,1,"TY","21-Jan Flotta-Lyness",0,1
25,1,2,"TY","21-Jan Flotta-Lyness",0,0
25,1,1,"TY","21-Jan Flotta-Lyness",0,1
25,1,2,"TY","21-Jan Flotta-Lyness",0,0
25,1,2,"TY","21-Jan Flotta-Lyness",0,0
75,1,1,"TY","21-Jan Flotta-Lyness",0,0
75,1,1,"TY","21-Jan Flotta-Lyness",0,0
25,1,2,"E","21-Jan Lyness-Houton",0,1
25,1,2,"TY","21-Jan Lyness-Houton",0,1
25,1,1,"ND","21-Jan Lyness-Houton",0,1
25,1,1,"TY","21-Jan Lyness-Houton",0,0
150,1,19,"E","21-Jan Lyness-Houton",0,1
150,1,1,"TY","21-Jan Lyness-Houton",0,0
75,1,4,"E","21-Jan Lyness-Houton",0,1
75,1,2,"E","21-Jan Lyness-Houton",0,1
75,1,1,"TY","21-Jan Lyness-Houton",0,0
25,1,2,"E","21-Jan Lyness-Houton",1,1
75,1,1,"TY","21-Jan Lyness-Houton",0,0
25,1,1,"TY","21-Jan Lyness-Houton",0,1
75,1,4,"E","21-Jan Lyness-Houton",0,1
250,1,4,"E","21-Jan Lyness-Houton",0,0
25,1,1,"TY","21-Jan Lyness-Houton",0,1
25,1,1,"ND","21-Jan Lyness-Houton",0,1
25,1,2,"TY","21-Jan Lyness-Houton",0,0
150,1,1,"ND","21-Jan Lyness-Houton",0,1
150,1,1,"E","21-Jan Lyness-Houton",0,1
250,1,5,"E","21-Jan Lyness-Houton",0,0
250,1,1,"ND","21-Jan Lyness-Houton",0,0
25,1,2,"E","21-Jan Lyness-Houton",0,1
150,1,2,"E","21-Jan Lyness-Houton",0,0
75,1,1,"SA","21-Jan Lyness-Houton",0,0
250,1,1,"ND","21-Jan Lyness-Houton",0,0
25,1,1,"ND","21-Jan Lyness-Houton",0,0
250,1,1,"SA","21-Jan Lyness-Houton",0,0
75,1,1,"TY","21-Jan Lyness-Houton",0,0
150,1,1,"ND","21-Jan Lyness-Houton",0,0
75,1,2,"ND","21-Jan Lyness-Houton",0,1
25,1,1,"TY","21-Jan Lyness-Houton",0,0
75,1,1,"TY","21-Jan Lyness-Houton",0,1
75,1,1,"TY","21-Jan Lyness-Houton",0,0
75,1,4,"TY","21-Jan Lyness-Houton",0,0
25,1,2,"TY","21-Jan Lyness-Houton",0,1
250,1,1,"SA","21-Jan Lyness-Houton",0,0
75,1,1,"TY","21-Jan Lyness-Houton",0,0
25,1,1,"TY","21-Jan Lyness-Houton",0,1
25,1,3,"TY","21-Jan Lyness-Houton",0,1
25,1,2,"TY","21-Jan Lyness-Houton",0,0
25,1,3,"SA","21-Jan Lyness-Houton",0,0
75,1,1,"RM","21-Jan Lyness-Houton",1,1
25,1,1,"SZ","21-Jan Lyness-Houton",1,1
25,2,2,"E","23-Jan Lyness-Flotta",1,1
150,2,1,"ND","23-Jan Houton-Lyness",0,0
25,2,2,"RM","23-Jan Houton-Lyness",1,1
25,2,1,"TY","23-Jan Houton-Lyness",0,0
150,2,1,"E","23-Jan Houton-Lyness",0,0
250,2,2,"RM","23-Jan Houton-Lyness",1,1
150,2,2,"RM","23-Jan Houton-Lyness",0,0
150,2,1,"SA","23-Jan Houton-Lyness",0,0
25,2,1,"SA","23-Jan Houton-Lyness",0,1
75,2,1,"E","23-Jan Houton-Lyness",0,0
75,2,1,"TY","23-Jan Houton-Lyness",0,0
75,2,1,"LN","23-Jan Houton-Lyness",1,1
75,2,1,"TY","23-Jan Houton-Lyness",0,0
75,2,1,"TY","23-Jan Houton-Lyness",0,0
75,2,3,"TY","23-Jan Houton-Lyness",0,0
75,2,1,"TY","23-Jan Houton-Lyness",0,0
250,2,1,"TY","23-Jan Houton-Lyness",0,0
25,2,1,"TY","23-Jan Houton-Lyness",0,0
150,2,2,"E","23-Jan Houton-Lyness",0,0
250,2,1,"SA","23-Jan Houton-Lyness",0,0
250,2,4,"ND","23-Jan Houton-Lyness",0,0
250,2,12,"E","23-Jan Houton-Lyness",0,0
75,2,1,"TY","23-Jan Houton-Lyness",0,0
250,2,2,"E","23-Jan Houton-Lyness",0,0
25,2,1,"TY","23-Jan Houton-Lyness",0,0
250,2,6,"E","23-Jan Houton-Lyness",0,0
150,2,1,"ND","23-Jan Houton-Lyness",0,0
75,2,1,"ND","23-Jan Houton-Lyness",0,0
250,2,3,"ND","23-Jan Houton-Lyness",0,0
150,2,1,"ND","23-Jan Houton-Lyness",0,0
150,2,2,"E","23-Jan Houton-Lyness",0,0
250,2,3,"E","23-Jan Houton-Lyness",0,0
150,2,3,"LN","23-Jan Houton-Lyness",0,0
250,2,1,"RM","23-Jan Houton-Lyness",1,1
150,2,1,"RM","23-Jan Houton-Lyness",0,0
250,2,1,"RM","23-Jan Houton-Lyness",0,0
75,2,4,"E","23-Jan Houton-Lyness",0,0
25,2,5,"E","23-Jan Houton-Lyness",0,1
75,2,2,"E","23-Jan Houton-Lyness",0,0
75,2,1,"TY","23-Jan Houton-Lyness",0,0
150,2,2,"E","23-Jan Houton-Lyness",0,1
75,2,1,"TY","23-Jan Houton-Lyness",0,0
75,2,1,"TY","23-Jan Houton-Lyness",0,0
150,2,1,"ND","23-Jan Houton-Lyness",0,0
25,2,1,"TY","23-Jan Houton-Lyness",0,0
75,2,1,"E","23-Jan Houton-Lyness",0,0
150,2,25,"E","23-Jan Houton-Lyness",0,0
25,2,8,"E","23-Jan Houton-Lyness",0,1
150,2,2,"E","23-Jan Houton-Lyness",0,0
75,2,15,"E","23-Jan Houton-Lyness",0,0
150,2,50,"E","23-Jan Houton-Lyness",0,0
250,2,100,"E","23-Jan Houton-Lyness",0,0
250,2,7,"LN","23-Jan Houton-Lyness",0,0
25,2,1,"ND","23-Jan Houton-Lyness",0,1
150,2,1,"ND","23-Jan Lyness-Flotta",0,0
150,2,1,"SA","23-Jan Lyness-Flotta",1,1
25,2,1,"TY","23-Jan Lyness-Flotta",0,1
25,2,8,"E","23-Jan Lyness-Flotta",0,1
75,2,1,"TY","23-Jan Lyness-Flotta",0,0
150,2,3,"LN","23-Jan Lyness-Flotta",0,0
150,2,4,"E","23-Jan Lyness-Flotta",0,0
75,2,1,"TY","23-Jan Lyness-Flotta",0,1
150,2,5,"E","23-Jan Lyness-Flotta",0,0
150,2,1,"SA","23-Jan Lyness-Flotta",0,0
75,2,1,"TY","23-Jan Lyness-Flotta",0,0
150,2,2,"E","23-Jan Lyness-Flotta",0,1
75,2,1,"TY","23-Jan Lyness-Flotta",0,1
75,2,1,"E","23-Jan Lyness-Flotta",0,0
150,2,1,"LN","23-Jan Lyness-Flotta",0,0
150,2,1,"LN","23-Jan Lyness-Flotta",0,0
75,2,2,"LN","23-Jan Lyness-Flotta",1,1
75,2,2,"LN","23-Jan Lyness-Flotta",1,1
150,2,5,"E","23-Jan Lyness-Flotta",0,0
75,2,2,"E","23-Jan Lyness-Flotta",0,0
150,2,1,"RM","23-Jan Lyness-Flotta",0,0
75,2,1,"SA","23-Jan Lyness-Flotta",0,0
250,2,2,"RM","23-Jan Lyness-Flotta",1,1
250,2,2,"LN","23-Jan Flotta-Houton",0,0
250,2,2,"RM","23-Jan Flotta-Houton",0,0
25,2,1,"TY","23-Jan Flotta-Houton",0,1
75,2,1,"E","23-Jan Flotta-Houton",0,0
75,2,1,"TY","23-Jan Flotta-Houton",0,0
150,2,2,"LN","23-Jan Flotta-Houton",0,0
75,2,2,"LN","23-Jan Flotta-Houton",0,0
250,2,3,"LN","23-Jan Flotta-Houton",1,1
150,2,2,"TY","23-Jan Flotta-Houton",0,0
75,2,1,"ND","23-Jan Flotta-Houton",0,1
150,2,1,"ND","23-Jan Flotta-Houton",0,0
150,2,1,"TY","23-Jan Flotta-Houton",0,0
25,2,2,"ND","23-Jan Flotta-Houton",0,1
75,2,2,"ND","23-Jan Flotta-Houton",0,0
75,2,1,"TY","23-Jan Flotta-Houton",0,0
150,2,3,"ND","23-Jan Flotta-Houton",0,0
25,2,1,"TY","23-Jan Flotta-Houton",0,0
75,2,2,"TY","23-Jan Flotta-Houton",0,0
25,2,5,"ND","23-Jan Flotta-Houton",0,1
150,2,1,"BV","23-Jan Flotta-Houton",0,0
150,2,5,"ND","23-Jan Flotta-Houton",0,0
75,2,1,"ND","23-Jan Flotta-Houton",0,0
150,2,2,"ND","23-Jan Flotta-Houton",0,1
75,2,1,"ND","23-Jan Flotta-Houton",0,1
250,2,10,"ND","23-Jan Flotta-Houton",0,0
75,2,1,"ND","23-Jan Flotta-Houton",0,1
25,2,2,"SA","23-Jan Flotta-Houton",0,1
25,2,2,"TY","23-Jan Flotta-Houton",0,1
150,2,1,"TY","23-Jan Flotta-Houton",0,0
75,2,2,"TY","23-Jan Flotta-Houton",0,1
75,2,7,"E","23-Jan Flotta-Houton",0,1
25,2,5,"LN","23-Jan Flotta-Houton",1,1
75,2,3,"TY","23-Jan Flotta-Houton",0,0
150,2,1,"E","23-Jan Flotta-Houton",0,0
150,2,3,"LN","23-Jan Flotta-Houton",0,0
75,2,1,"TY","23-Jan Flotta-Houton",0,0
250,2,1,"ND","23-Jan Flotta-Houton",0,0
150,2,2,"RM","23-Jan Flotta-Houton",1,1
150,2,1,"SA","23-Jan Flotta-Houton",0,0
75,2,1,"TY","23-Jan Flotta-Houton",0,0
25,2,1,"TY","23-Jan Flotta-Houton",0,0
25,2,2,"E","24-Jan Houton-Flotta",1,1
25,2,2,"TY","24-Jan Houton-Flotta",1,1
150,2,1,"E","24-Jan Houton-Flotta",1,1
150,2,1,"SA","24-Jan Houton-Flotta",0,0
75,2,5,"TY","24-Jan Houton-Flotta",0,0
75,2,5,"E","24-Jan Houton-Flotta",0,0
25,2,2,"LN","24-Jan Houton-Flotta",1,1
250,2,1,"ND","24-Jan Houton-Flotta",0,0
150,2,2,"E","24-Jan Houton-Flotta",0,0
150,2,4,"E","24-Jan Houton-Flotta",0,0
150,2,5,"LN","24-Jan Houton-Flotta",0,0
25,2,6,"LN","24-Jan Houton-Flotta",1,1
150,2,2,"LN","24-Jan Houton-Flotta",0,0
25,2,1,"TY","24-Jan Houton-Flotta",0,0
25,2,1,"TY","24-Jan Houton-Flotta",1,1
150,2,2,"E","24-Jan Houton-Flotta",0,0
75,2,1,"SA","24-Jan Houton-Flotta",0,0
150,3,5,"LN","24-Jan Flotta-Lyness",0,0
25,3,1,"TY","24-Jan Flotta-Lyness",0,0
150,3,1,"E","24-Jan Flotta-Lyness",0,0
75,3,17,"E","24-Jan Flotta-Lyness",0,0
75,3,1,"LN","24-Jan Flotta-Lyness",0,0
75,3,2,"LN","24-Jan Flotta-Lyness",0,0
150,3,1,"TY","24-Jan Flotta-Lyness",0,0
150,3,11,"E","24-Jan Flotta-Lyness",0,0
75,3,10,"E","24-Jan Flotta-Lyness",0,0
75,3,30,"E","24-Jan Flotta-Lyness",1,1
150,3,2,"RM","24-Jan Flotta-Lyness",0,0
150,3,2,"SA","24-Jan Flotta-Lyness",0,0
25,3,1,"E","24-Jan Flotta-Lyness",0,0
150,3,2,"E","24-Jan Flotta-Lyness",0,0
25,3,1,"SA","24-Jan Flotta-Lyness",1,1
25,3,1,"E","24-Jan Flotta-Lyness",0,1
75,3,3,"E","24-Jan Flotta-Lyness",0,0
75,3,1,"LN","24-Jan Flotta-Lyness",0,0
75,3,2,"LN","24-Jan Flotta-Lyness",0,1
250,3,1,"ND","24-Jan Flotta-Lyness",0,0
25,3,2,"E","24-Jan Flotta-Lyness",0,1
75,3,1,"E","24-Jan Flotta-Lyness",0,1
25,3,1,"TY","24-Jan Flotta-Lyness",0,0
250,3,2,"TY","24-Jan Flotta-Lyness",0,0
150,3,1,"SA","24-Jan Flotta-Lyness",0,1
75,3,1,"TY","24-Jan Flotta-Lyness",0,0
75,3,1,"RM","24-Jan Flotta-Lyness",1,1
25,3,2,"TY","24-Jan Lyness-Houton",0,0
250,3,64,"E","24-Jan Lyness-Houton",0,0
250,3,1,"E","24-Jan Lyness-Houton",0,0
150,3,2,"SA","24-Jan Lyness-Houton",0,0
150,3,2,"E","24-Jan Lyness-Houton",0,1
150,3,1,"LN","24-Jan Lyness-Houton",1,1
25,3,1,"TY","24-Jan Lyness-Houton",0,1
75,3,2,"E","24-Jan Lyness-Houton",0,0
250,3,2,"TY","24-Jan Lyness-Houton",0,0
75,3,1,"TY","24-Jan Lyness-Houton",0,0
75,3,2,"LN","24-Jan Lyness-Houton",0,0
75,3,1,"TY","24-Jan Lyness-Houton",0,0
75,3,1,"TY","24-Jan Lyness-Houton",0,0
75,3,3,"LN","24-Jan Lyness-Houton",1,1
25,3,1,"TY","24-Jan Lyness-Houton",0,0
25,3,6,"E","24-Jan Lyness-Houton",0,1
75,3,2,"LN","24-Jan Lyness-Houton",0,0
25,3,1,"ND","24-Jan Lyness-Houton",0,0
150,3,2,"E","24-Jan Lyness-Houton",0,0
75,3,2,"TY","24-Jan Lyness-Houton",0,0
25,3,1,"TY","24-Jan Lyness-Houton",0,0
25,3,2,"TY","24-Jan Lyness-Houton",0,1
250,3,4,"E","24-Jan Lyness-Houton",0,0
150,3,1,"ND","24-Jan Lyness-Houton",0,0
250,3,1,"E","24-Jan Lyness-Houton",0,0
250,3,1,"TY","24-Jan Lyness-Houton",0,0
25,3,1,"ND","24-Jan Lyness-Houton",0,1
75,3,1,"ND","24-Jan Lyness-Houton",0,0
25,3,2,"TY","24-Jan Lyness-Houton",0,0
150,3,2,"ND","24-Jan Lyness-Houton",0,0
250,3,1,"ND","24-Jan Lyness-Houton",0,0
150,3,1,"ND","24-Jan Lyness-Houton",0,0
150,3,4,"E","24-Jan Lyness-Houton",0,0
250,3,5,"E","24-Jan Lyness-Houton",0,0
250,3,11,"E","24-Jan Lyness-Houton",0,0
150,3,1,"SA","24-Jan Lyness-Houton",1,1
250,3,1,"SA","24-Jan Lyness-Houton",0,0
25,3,1,"ND","24-Jan Lyness-Houton",0,0
25,3,1,"ND","24-Jan Lyness-Houton",0,1
75,3,1,"TY","24-Jan Lyness-Houton",0,0
25,3,2,"TY","24-Jan Lyness-Houton",0,0
150,3,1,"TY","24-Jan Lyness-Houton",0,0
75,3,1,"TY","24-Jan Lyness-Houton",0,0
25,3,3,"TY","24-Jan Lyness-Houton",0,0
75,3,2,"TY","24-Jan Lyness-Houton",0,0
150,3,2,"E","24-Jan Lyness-Houton",0,0
25,3,1,"TY","24-Jan Lyness-Houton",1,1
25,3,1,"TY","24-Jan Lyness-Houton",0,0
150,3,2,"E","24-Jan Lyness-Houton",0,0
25,3,1,"TY","24-Jan Lyness-Houton",0,0
75,3,1,"E","24-Jan Lyness-Houton",0,1
25,3,1,"TY","24-Jan Lyness-Houton",0,1
250,3,1,"E","24-Jan Lyness-Houton",0,0
75,3,1,"E","24-Jan Lyness-Houton",0,0
150,3,2,"LN","24-Jan Lyness-Houton",0,0
25,3,1,"TY","24-Jan Lyness-Houton",0,0
25,3,1,"TY","25-Jan Tingwall-Rousay",0,1
25,3,1,"E","25-Jan Tingwall-Rousay",0,1
150,3,1,"ND","25-Jan Tingwall-Rousay",0,0
25,3,1,"E","25-Jan Tingwall-Rousay",1,1
75,3,2,"E","25-Jan Tingwall-Rousay",0,1
150,3,1,"SA","25-Jan Tingwall-Rousay",1,1
25,3,1,"SA","25-Jan Tingwall-Rousay",1,1
25,3,1,"SA","25-Jan Tingwall-Rousay",0,0
150,3,1,"SA","25-Jan Tingwall-Rousay",0,0
75,3,1,"SA","25-Jan Tingwall-Rousay",0,0
75,3,1,"SA","25-Jan Tingwall-Rousay",0,1
75,3,1,"SA","25-Jan Tingwall-Rousay",1,1
75,3,1,"SA","25-Jan Tingwall-Rousay",0,0
75,3,1,"SA","25-Jan Tingwall-Rousay",1,1
75,3,2,"SA","25-Jan Tingwall-Rousay",0,0
25,3,1,"TY","25-Jan Tingwall-Rousay",0,1
25,3,4,"SA","25-Jan Tingwall-Rousay",1,1
25,3,1,"SA","25-Jan Tingwall-Rousay",0,0
250,3,7,"SA","25-Jan Tingwall-Rousay",0,0
75,3,1,"SA","25-Jan Tingwall-Rousay",1,1
75,3,1,"SA","25-Jan Tingwall-Rousay",1,1
25,3,2,"E","25-Jan Tingwall-Rousay",1,1
25,3,1,"E","25-Jan Tingwall-Rousay",0,1
150,3,8,"E","25-Jan Tingwall-Rousay",0,0
75,3,2,"E","25-Jan Tingwall-Rousay",0,0
25,3,2,"LN","25-Jan Tingwall-Rousay",1,1
25,3,1,"SA","25-Jan Tingwall-Rousay",0,0
25,3,4,"SA","25-Jan Tingwall-Rousay",1,1
25,3,1,"SA","25-Jan Tingwall-Rousay",0,1
75,3,5,"SA","25-Jan Tingwall-Rousay",1,1
75,3,34,"E","25-Jan Tingwall-Rousay",0,1
75,3,2,"E","25-Jan Tingwall-Rousay",0,0
75,3,17,"E","25-Jan Tingwall-Rousay",0,1
25,3,2,"LN","25-Jan Tingwall-Rousay",1,1
25,3,4,"E","25-Jan Tingwall-Rousay",0,1
75,3,1,"E","25-Jan Tingwall-Rousay",0,0
25,3,1,"E","25-Jan Tingwall-Rousay",0,0
25,3,1,"TY","25-Jan Tingwall-Rousay",1,1
150,3,2,"E","25-Jan Tingwall-Rousay",0,0
150,3,2,"E","25-Jan Tingwall-Rousay",0,0
25,3,2,"SA","25-Jan Tingwall-Rousay",0,1
25,3,1,"TY","25-Jan Rousay-Wyre",0,0
25,3,1,"LN","25-Jan Rousay-Wyre",0,1
25,3,1,"TY","25-Jan Rousay-Wyre",0,0
25,3,2,"E","25-Jan Rousay-Wyre",0,0
25,3,1,"TY","25-Jan Rousay-Wyre",1,1
150,3,4,"E","25-Jan Rousay-Wyre",0,0
150,3,1,"SA","25-Jan Rousay-Wyre",0,0
75,3,2,"E","25-Jan Wyre-Rousay",0,0
25,3,1,"LN","25-Jan Wyre-Rousay",1,1
25,3,6,"E","25-Jan Wyre-Rousay",0,1
25,3,1,"TY","25-Jan Wyre-Rousay",0,0
25,3,1,"SA","25-Jan Wyre-Rousay",0,1
25,3,1,"SA","25-Jan Wyre-Rousay",0,0
75,3,1,"TY","25-Jan Wyre-Rousay",0,0
25,3,1,"SA","25-Jan Rousay-Egilsay",0,1
25,3,1,"TY","25-Jan Rousay-Egilsay",0,0
150,3,10,"E","25-Jan Rousay-Egilsay",0,0
25,3,1,"TY","25-Jan Rousay-Egilsay",0,0
75,3,1,"TY","25-Jan Rousay-Egilsay",0,0
25,3,4,"E","25-Jan Rousay-Egilsay",0,0
150,3,4,"E","25-Jan Rousay-Egilsay",0,1
75,3,1,"E","25-Jan Rousay-Egilsay",0,0
75,3,2,"TY","25-Jan Rousay-Egilsay",0,0
25,3,3,"TY","25-Jan Rousay-Egilsay",0,0
75,3,1,"TY","25-Jan Rousay-Egilsay",0,0
25,3,1,"E","25-Jan Rousay-Egilsay",0,0
75,3,3,"LN","25-Jan Rousay-Egilsay",0,0
150,3,1,"SA","25-Jan Rousay-Egilsay",0,0
75,3,1,"TY","25-Jan Rousay-Egilsay",0,0
25,3,1,"TY","25-Jan Rousay-Egilsay",0,0
25,3,2,"E","25-Jan Rousay-Egilsay",0,0
250,3,1,"ND","25-Jan Rousay-Egilsay",0,0
25,3,2,"TY","25-Jan Rousay-Egilsay",0,0
25,3,1,"TY","25-Jan Rousay-Egilsay",0,0
75,3,1,"E","25-Jan Rousay-Egilsay",0,0
25,3,1,"TY","25-Jan Rousay-Egilsay",0,0
75,3,1,"E","25-Jan Rousay-Egilsay",0,0
25,3,1,"TY","25-Jan Rousay-Egilsay",0,0
25,3,1,"E","25-Jan Rousay-Egilsay",0,1
75,3,1,"SA","25-Jan Rousay-Egilsay",0,0
25,3,1,"TY","25-Jan Rousay-Egilsay",0,0
150,3,1,"TY","25-Jan Rousay-Egilsay",0,0
250,3,17,"E","25-Jan Rousay-Egilsay",0,0
150,3,1,"TY","25-Jan Rousay-Egilsay",0,0
150,3,3,"ND","25-Jan Rousay-Egilsay",1,1
150,3,1,"ND","25-Jan Rousay-Egilsay",1,1
250,3,1,"TY","25-Jan Rousay-Egilsay",0,0
75,3,1,"TY","25-Jan Rousay-Egilsay",0,0
150,3,1,"RH","25-Jan Rousay-Egilsay",1,1
75,3,2,"E","25-Jan Rousay-Egilsay",0,0
75,3,1,"SA","25-Jan Rousay-Egilsay",1,1
75,3,1,"TY","25-Jan Rousay-Egilsay",0,1
25,3,1,"TY","25-Jan Rousay-Egilsay",0,0
25,3,1,"TY","25-Jan Rousay-Egilsay",0,0
150,4,2,"LN","25-Jan Egilsay-Wyre",0,0
25,4,1,"TY","25-Jan Egilsay-Wyre",0,0
75,4,1,"E","25-Jan Egilsay-Wyre",0,0
250,4,18,"E","25-Jan Egilsay-Wyre",0,0
250,4,3,"ND","25-Jan Egilsay-Wyre",0,0
75,4,1,"TY","25-Jan Egilsay-Wyre",0,0
75,4,2,"LN","25-Jan Egilsay-Wyre",0,0
75,4,1,"SA","25-Jan Egilsay-Wyre",0,0
25,4,1,"E","25-Jan Egilsay-Wyre",0,0
250,4,1,"TY","25-Jan Egilsay-Wyre",0,0
25,4,2,"E","25-Jan Egilsay-Wyre",0,1
25,4,2,"TY","25-Jan Egilsay-Wyre",0,0
25,4,1,"TY","25-Jan Egilsay-Wyre",0,0
25,4,1,"TY","25-Jan Egilsay-Wyre",0,0
75,4,1,"TY","25-Jan Egilsay-Wyre",0,0
250,4,10,"E","25-Jan Egilsay-Wyre",0,0
250,4,15,"E","25-Jan Egilsay-Wyre",1,1
75,4,2,"E","25-Jan Egilsay-Wyre",0,0
75,4,4,"E","25-Jan Egilsay-Wyre",0,0
25,4,2,"TY","25-Jan Egilsay-Wyre",0,0
75,4,2,"TY","25-Jan Egilsay-Wyre",0,0
25,4,1,"E","25-Jan Egilsay-Wyre",0,0
25,4,1,"TY","25-Jan Egilsay-Wyre",0,0
75,4,3,"E","25-Jan Egilsay-Wyre",0,0
250,4,2,"RM","25-Jan Egilsay-Wyre",0,0
75,3,1,"TY","25-Jan Wyre-Rousay",0,0
25,3,1,"E","25-Jan Wyre-Rousay",0,0
75,3,4,"E","25-Jan Wyre-Rousay",0,0
150,3,1,"SA","25-Jan Wyre-Rousay",0,0
25,3,1,"TY","25-Jan Wyre-Rousay",1,1
25,3,2,"TY","25-Jan Wyre-Rousay",0,0
25,4,1,"TY","25-Jan Rousay-Tingwall",0,0
25,4,1,"SA","25-Jan Rousay-Tingwall",0,0
75,4,1,"SA","25-Jan Rousay-Tingwall",0,0
25,4,1,"SA","25-Jan Rousay-Tingwall",1,1
75,4,1,"TY","25-Jan Rousay-Tingwall",0,0
75,4,2,"E","25-Jan Rousay-Tingwall",0,0
25,4,1,"E","25-Jan Rousay-Tingwall",0,0
25,4,3,"E","25-Jan Rousay-Tingwall",0,0
25,4,5,"E","25-Jan Rousay-Tingwall",1,1
25,4,1,"E","25-Jan Rousay-Tingwall",0,1
150,4,1,"E","25-Jan Rousay-Tingwall",0,0
250,4,2,"E","25-Jan Rousay-Tingwall",0,0
25,4,4,"SA","25-Jan Rousay-Tingwall",0,1
25,4,1,"TY","25-Jan Rousay-Tingwall",0,0
25,4,2,"E","25-Jan Rousay-Tingwall",0,0
25,4,7,"E","25-Jan Rousay-Tingwall",1,1
25,4,2,"E","25-Jan Rousay-Tingwall",0,0
75,4,7,"E","25-Jan Rousay-Tingwall",0,0
75,4,3,"E","25-Jan Rousay-Tingwall",0,0
75,4,3,"LN","25-Jan Rousay-Tingwall",0,0
25,4,1,"E","25-Jan Rousay-Tingwall",1,1
25,4,3,"E","25-Jan Rousay-Tingwall",0,0
25,4,5,"E","25-Jan Rousay-Tingwall",1,1
